example_id,session_index,attempts,orig_input,orig_output,orig_total,no_reason_input,no_reason_output,no_reason_total,output_only_no_reason_input,output_only_no_reason_output,output_only_no_reason_total,reasoning_output_delta,reasoning_verifier_input_delta,reasoning_generation_input_delta,stored_full,stored_no_reason,implicit_only
dev_0154,2,1,2016,179,2195,1852,93,1945,2016,93,2109,86,86,78,118,32,24
dev_0154,3,1,3055,154,3209,2897,82,2979,3055,82,3137,72,72,86,105,33,25
dev_0154,4,1,4110,193,4303,3929,84,4013,4110,84,4194,109,109,72,141,32,24
dev_0154,5,1,4574,188,4762,4368,91,4459,4574,91,4665,97,97,109,133,36,28
dev_0154,6,1,5277,177,5454,5089,86,5175,5277,86,5363,91,91,97,128,37,29
dev_0154,7,1,6020,148,6168,5827,46,5873,6020,46,6066,102,102,91,138,36,28
dev_0153,1,1,1563,184,1747,1475,96,1571,1563,96,1659,88,88,0,120,32,24
dev_0153,2,1,2253,202,2455,2049,86,2135,2253,86,2339,116,116,88,143,27,19
dev_0153,3,1,3070,170,3240,2872,88,2960,3070,88,3158,82,82,116,115,33,25
dev_0153,4,1,3220,176,3396,3056,94,3150,3220,94,3314,82,82,82,121,39,31
dev_0153,5,1,3935,157,4092,3780,84,3864,3935,84,4019,73,73,82,108,35,27
dev_0153,6,1,4711,180,4891,4537,79,4616,4711,79,4790,101,101,73,137,36,28
dev_0153,7,1,5570,182,5752,5375,88,5463,5570,88,5658,94,94,101,135,41,33
dev_0158,1,1,1490,145,1635,1402,57,1459,1490,57,1547,88,88,0,135,47,39
dev_0158,2,1,1904,188,2092,1714,86,1800,1904,86,1990,102,102,88,135,33,25
dev_0158,3,1,2098,159,2257,1883,46,1929,2098,46,2144,113,113,102,149,36,28
dev_0158,4,1,2816,174,2990,2604,75,2679,2816,75,2891,99,99,113,135,36,28
dev_0158,5,1,3298,170,3468,3112,83,3195,3298,83,3381,87,87,99,123,36,28
dev_0158,6,1,3509,202,3711,3322,102,3424,3509,102,3611,100,100,87,140,40,32
dev_0158,7,1,4184,170,4354,3997,83,4080,4184,83,4267,87,87,100,126,39,31
dev_0164,1,1,1371,165,1536,1282,76,1358,1371,76,1447,89,89,0,114,25,17
dev_0164,2,1,1881,207,2088,1675,90,1765,1881,90,1971,117,117,89,147,30,22
dev_0164,3,1,2648,213,2861,2407,89,2496,2648,89,2737,124,124,117,163,39,31
dev_0164,4,1,3352,194,3546,3122,88,3210,3352,88,3440,106,106,124,141,35,27
dev_0164,5,1,4064,177,4241,3870,89,3959,4064,89,4153,88,88,106,129,41,33
dev_0168,1,1,1915,128,2043,1833,46,1879,1915,46,1961,82,82,0,118,36,28
dev_0168,2,1,2557,167,2724,2393,85,2478,2557,85,2642,82,82,82,117,35,27
dev_0168,3,1,3148,191,3339,2969,94,3063,3148,94,3242,97,97,82,137,40,32
dev_0168,4,1,4281,184,4465,4093,93,4186,4281,93,4374,91,91,97,130,39,31
dev_0168,5,1,5192,142,5334,5005,46,5051,5192,46,5238,96,96,91,132,36,28
dev_0149,1,1,1289,154,1443,1217,82,1299,1289,82,1371,72,72,0,102,30,22
dev_0149,2,1,2332,164,2496,2193,97,2290,2332,97,2429,67,67,72,98,31,23
dev_0149,3,1,2970,144,3114,2830,71,2901,2970,71,3041,73,73,67,106,33,25
dev_0149,4,1,3984,163,4147,3831,83,3914,3984,83,4067,80,80,73,112,32,24
dev_0149,5,1,4818,172,4990,4648,82,4730,4818,82,4900,90,90,80,120,30,22
dev_0149,6,1,5373,177,5550,5188,82,5270,5373,82,5455,95,95,90,125,30,22
dev_0149,7,1,5550,204,5754,5340,89,5429,5550,89,5639,115,115,95,145,30,22
dev_0149,8,1,6114,196,6310,5888,85,5973,6114,85,6199,111,111,115,153,42,34
dev_0149,9,1,7010,196,7206,6799,96,6895,7010,96,7106,100,100,111,139,39,31
dev_0149,10,1,7415,173,7588,7236,94,7330,7415,94,7509,79,79,100,114,35,27
dev_0150,1,1,861,104,965,789,32,821,861,32,893,72,72,0,94,22,14
dev_0150,2,1,1296,118,1414,1142,36,1178,1296,36,1332,82,82,72,108,26,18
dev_0150,3,1,2565,167,2732,2405,89,2494,2565,89,2654,78,78,82,117,39,31
dev_0150,4,1,2989,154,3143,2840,83,2923,2989,83,3072,71,71,78,112,41,33
dev_0150,5,1,3727,167,3894,3578,89,3667,3727,89,3816,78,78,71,119,41,33
dev_0150,6,1,4535,179,4714,4360,82,4442,4535,82,4617,97,97,78,132,35,27
dev_0150,7,1,5021,170,5191,4840,86,4926,5021,86,5107,84,84,97,125,41,33
dev_0150,8,1,5780,174,5954,5627,105,5732,5780,105,5885,69,69,84,117,48,40
dev_0150,9,1,6152,170,6322,5992,79,6071,6152,79,6231,91,91,69,125,34,26
dev_0150,10,1,6421,176,6597,6235,81,6316,6421,81,6502,95,95,91,132,37,29
dev_0155,1,1,1225,122,1347,1149,46,1195,1225,46,1271,76,76,0,112,36,28
dev_0155,2,1,1978,128,2106,1827,53,1880,1978,53,2031,75,75,76,118,43,35
dev_0155,3,1,2587,123,2710,2439,50,2489,2587,50,2637,73,73,75,113,40,32
dev_0155,4,1,4042,139,4181,3868,38,3906,4042,38,4080,101,101,73,129,28,20
dev_0155,5,1,4587,197,4784,4383,94,4477,4587,94,4681,103,103,101,136,33,25
dev_0155,6,1,4966,152,5118,4783,72,4855,4966,72,5038,80,80,103,112,32,24
dev_0155,7,1,5857,157,6014,5662,42,5704,5857,42,5899,115,115,80,147,32,24
dev_0155,8,1,6688,187,6875,6456,70,6526,6688,70,6758,117,117,115,147,30,22
dev_0155,9,1,7325,154,7479,7128,74,7202,7325,74,7399,80,80,117,110,30,22
dev_0155,10,1,7861,161,8022,7698,78,7776,7861,78,7939,83,83,80,113,30,22
dev_0152,1,1,1035,114,1149,959,38,997,1035,38,1073,76,76,0,104,28,20
dev_0152,2,1,1938,130,2068,1773,41,1814,1938,41,1979,89,89,76,120,31,23
dev_0152,3,1,2469,165,2634,2307,92,2399,2469,92,2561,73,73,89,111,38,30
dev_0152,4,1,2890,167,3057,2735,85,2820,2890,85,2975,82,82,73,115,33,25
dev_0152,5,1,3275,168,3443,3113,88,3201,3275,88,3363,80,80,82,116,36,28
dev_0152,6,1,3530,160,3690,3360,70,3430,3530,70,3600,90,90,80,122,32,24
dev_0152,7,1,3824,173,3997,3636,75,3711,3824,75,3899,98,98,90,122,24,16
dev_0152,8,1,4589,176,4765,4393,78,4471,4589,78,4667,98,98,98,123,25,17
dev_0152,9,1,5306,175,5481,5115,82,5197,5306,82,5388,93,93,98,125,32,24
dev_0152,10,1,6009,185,6194,5819,88,5907,6009,88,6097,97,97,93,130,33,25
dev_0156,1,2,2076,268,2344,1855,115,1970,2076,115,2191,153,153,68,108,23,15
dev_0156,2,1,1341,123,1464,1170,37,1207,1341,37,1378,86,86,85,113,27,19
dev_0156,3,1,1776,160,1936,1614,84,1698,1776,84,1860,76,76,86,107,31,23
dev_0156,4,1,2707,175,2882,2534,78,2612,2707,78,2785,97,97,76,132,35,27
dev_0156,5,1,3441,166,3607,3258,80,3338,3441,80,3521,86,86,97,121,35,27
dev_0156,6,1,3736,175,3911,3556,81,3637,3736,81,3817,94,94,86,131,37,29
dev_0156,7,1,4536,197,4733,4328,83,4411,4536,83,4619,114,114,94,153,39,31
dev_0156,8,1,5383,191,5574,5170,92,5262,5383,92,5475,99,99,114,148,49,41
dev_0156,9,1,5954,183,6137,5762,90,5852,5954,90,6044,93,93,99,132,39,31
dev_0169,1,1,1554,135,1689,1460,41,1501,1554,41,1595,94,94,0,125,31,23
dev_0169,2,1,2194,169,2363,2000,69,2069,2194,69,2263,100,100,94,133,33,25
dev_0169,3,1,3054,161,3215,2871,78,2949,3054,78,3132,83,83,100,125,42,34
dev_0169,4,1,4349,160,4509,4168,62,4230,4349,62,4411,98,98,83,150,52,44
dev_0169,5,1,5116,190,5306,4924,96,5020,5116,96,5212,94,94,98,138,44,36
dev_0169,6,1,5401,201,5602,5191,85,5276,5401,85,5486,116,116,94,149,33,25
dev_0170,1,1,1370,158,1528,1301,89,1390,1370,89,1459,69,69,0,107,38,30
dev_0170,2,1,1751,122,1873,1604,44,1648,1751,44,1795,78,78,69,112,34,26
dev_0170,3,1,2565,137,2702,2401,51,2452,2565,51,2616,86,86,78,127,41,33
dev_0170,4,1,3061,154,3215,2871,50,2921,3061,50,3111,104,104,86,144,40,32
dev_0170,5,1,3308,144,3452,3110,50,3160,3308,50,3358,94,94,104,134,40,32
dev_0170,6,1,4138,187,4325,3946,89,4035,4138,89,4227,98,98,94,132,34,26
dev_0170,7,1,4524,142,4666,4327,43,4370,4524,43,4567,99,99,98,132,33,25
dev_0163,1,1,1215,132,1347,1122,39,1161,1215,39,1254,93,93,0,122,29,21
dev_0163,2,1,1950,142,2092,1749,34,1783,1950,34,1984,108,108,93,132,24,16
dev_0163,3,1,2302,151,2453,2109,66,2175,2302,66,2368,85,85,108,112,27,19
dev_0163,4,1,3144,187,3331,2951,79,3030,3144,79,3223,108,108,85,138,30,22
dev_0163,5,1,4040,198,4238,3807,73,3880,4040,73,4113,125,125,108,154,29,21
dev_0163,6,1,4821,191,5012,4595,90,4685,4821,90,4911,101,101,125,135,34,26
dev_0163,7,1,5547,175,5722,5355,84,5439,5547,84,5631,91,91,101,122,31,23
dev_0163,8,1,7032,156,7188,6873,88,6961,7032,88,7120,68,68,91,104,36,28
dev_0165,1,1,1579,132,1711,1482,35,1517,1579,35,1614,97,97,0,122,25,17
dev_0165,2,1,2769,198,2967,2568,94,2662,2769,94,2863,104,104,97,135,31,23
dev_0165,3,1,3535,207,3742,3314,90,3404,3535,90,3625,117,117,104,158,41,33
dev_0165,4,1,4451,212,4663,4219,97,4316,4451,97,4548,115,115,117,155,40,32
dev_0165,5,1,4853,200,5053,4625,87,4712,4853,87,4940,113,113,115,152,39,31
dev_0165,6,1,6009,170,6179,5803,77,5880,6009,77,6086,93,93,113,133,40,32
dev_0165,7,1,6209,183,6392,6028,95,6123,6209,95,6304,88,88,93,128,40,32
dev_0171,1,1,1316,143,1459,1248,75,1323,1316,75,1391,68,68,0,89,21,13
dev_0171,2,1,2036,175,2211,1867,74,1941,2036,74,2110,101,101,68,121,20,12
dev_0171,3,1,2582,162,2744,2399,80,2479,2582,80,2662,82,82,101,105,23,15
dev_0171,4,1,2937,166,3103,2770,81,2851,2937,81,3018,85,85,82,112,27,19
dev_0171,5,1,3803,180,3983,3634,96,3730,3803,96,3899,84,84,85,123,39,31
dev_0171,6,1,4395,197,4592,4207,93,4300,4395,93,4488,104,104,84,138,34,26
dev_0166,1,1,1286,91,1377,1230,35,1265,1286,35,1321,56,56,0,81,25,17
dev_0166,2,1,2189,138,2327,2031,36,2067,2189,36,2225,102,102,56,128,26,18
dev_0166,3,1,3109,165,3274,2912,70,2982,3109,70,3179,95,95,102,125,30,22
dev_0166,4,1,4100,166,4266,3907,68,3975,4100,68,4168,98,98,95,129,31,23
dev_0166,5,1,4870,199,5069,4672,99,4771,4870,99,4969,100,100,98,137,37,29
dev_0166,6,1,5155,169,5324,4972,86,5058,5155,86,5241,83,83,100,118,35,27
dev_0166,7,1,5307,196,5503,5109,81,5190,5307,81,5388,115,115,83,147,32,24
dev_0166,8,1,5897,168,6065,5666,52,5718,5897,52,5949,116,116,115,158,42,34
dev_0172,1,1,1577,122,1699,1495,40,1535,1577,40,1617,82,82,0,112,30,22
dev_0172,2,1,2294,152,2446,2100,40,2140,2294,40,2334,112,112,82,142,30,22
dev_0172,3,1,3049,171,3220,2842,76,2918,3049,76,3125,95,95,112,125,30,22
dev_0172,4,1,3898,203,4101,3685,85,3770,3898,85,3983,118,118,95,149,31,23
dev_0172,5,1,4656,160,4816,4455,77,4532,4656,77,4733,83,83,118,113,30,22
dev_0172,6,1,5566,184,5750,5388,89,5477,5566,89,5655,95,95,83,133,38,30
dev_0173,1,1,1024,95,1119,961,32,993,1024,32,1056,63,63,0,85,22,14
dev_0173,2,2,4083,330,4413,3728,187,3915,4083,187,4270,143,143,212,79,22,14
dev_0173,3,1,2338,160,2498,2195,74,2269,2338,74,2412,86,86,57,119,33,25
dev_0173,4,1,2751,195,2946,2576,106,2682,2751,106,2857,89,89,86,120,31,23
dev_0173,5,1,3163,148,3311,3001,75,3076,3163,75,3238,73,73,89,105,32,24
dev_0162,1,1,1155,118,1273,1083,46,1129,1155,46,1201,72,72,0,108,36,28
dev_0162,2,1,2083,178,2261,1934,101,2035,2083,101,2184,77,77,72,117,40,32
dev_0162,3,1,2458,181,2639,2285,85,2370,2458,85,2543,96,96,77,137,41,33
dev_0162,4,1,3229,181,3410,3042,90,3132,3229,90,3319,91,91,96,126,35,27
dev_0162,5,1,4172,195,4367,3967,81,4048,4172,81,4253,114,114,91,146,32,24
dev_0162,6,1,4976,194,5170,4756,88,4844,4976,88,5064,106,106,114,146,40,32
dev_0162,7,1,5555,183,5738,5353,87,5440,5555,87,5642,96,96,106,135,39,31
dev_0162,8,1,6047,180,6227,5861,90,5951,6047,90,6137,90,90,96,130,40,32
dev_0162,9,1,6453,193,6646,6260,90,6350,6453,90,6543,103,103,90,143,40,32
dev_0162,10,1,7076,187,7263,6872,86,6958,7076,86,7162,101,101,103,141,40,32
dev_0180,1,1,1603,158,1761,1526,81,1607,1603,81,1684,77,77,0,106,29,21
dev_0180,2,1,2455,158,2613,2298,78,2376,2455,78,2533,80,80,77,111,31,23
dev_0180,3,1,3231,190,3421,3042,81,3123,3231,81,3312,109,109,80,142,33,25
dev_0180,4,1,3768,160,3928,3579,80,3659,3768,80,3848,80,80,109,112,32,24
dev_0180,5,1,4485,171,4656,4332,98,4430,4485,98,4583,73,73,80,111,38,30
dev_0174,1,1,1085,106,1191,1016,37,1053,1085,37,1122,69,69,0,96,27,19
dev_0174,2,1,2160,162,2322,2005,76,2081,2160,76,2236,86,86,69,116,30,22
dev_0174,3,1,2518,165,2683,2347,80,2427,2518,80,2598,85,85,86,118,33,25
dev_0174,4,1,3070,207,3277,2889,111,3000,3070,111,3181,96,96,85,140,44,36
dev_0174,5,1,4002,192,4194,3803,89,3892,4002,89,4091,103,103,96,142,39,31
dev_0174,6,1,4914,195,5109,4702,86,4788,4914,86,5000,109,109,103,146,37,29
dev_0174,7,1,5653,174,5827,5449,79,5528,5653,79,5732,95,95,109,127,32,24
dev_0182,1,1,1817,155,1972,1745,83,1828,1817,83,1900,72,72,0,100,28,20
dev_0182,2,1,2571,160,2731,2419,80,2499,2571,80,2651,80,80,72,107,27,19
dev_0182,3,1,3246,127,3373,3076,37,3113,3246,37,3283,90,90,80,117,27,19
dev_0182,4,1,3711,153,3864,3534,66,3600,3711,66,3777,87,87,90,114,27,19
dev_0182,5,1,4514,163,4677,4340,76,4416,4514,76,4590,87,87,87,120,33,25
dev_0182,6,1,5266,157,5423,5098,76,5174,5266,76,5342,81,81,87,118,37,29
dev_0175,1,1,1315,112,1427,1239,36,1275,1315,36,1351,76,76,0,102,26,18
dev_0175,2,1,1940,176,2116,1776,88,1864,1940,88,2028,88,88,76,120,32,24
dev_0175,3,1,2531,195,2726,2324,76,2400,2531,76,2607,119,119,88,151,32,24
dev_0175,4,1,3508,165,3673,3303,79,3382,3508,79,3587,86,86,119,119,33,25
dev_0175,5,1,4079,191,4270,3885,83,3968,4079,83,4162,108,108,86,138,30,22
dev_0175,6,1,4914,179,5093,4715,88,4803,4914,88,5002,91,91,108,120,29,21
dev_0175,7,1,5152,184,5336,4967,90,5057,5152,90,5242,94,94,91,132,38,30
dev_0175,8,1,5728,185,5913,5542,93,5635,5728,93,5821,92,92,94,130,38,30
dev_0189,1,1,1646,141,1787,1547,42,1589,1646,42,1688,99,99,0,131,32,24
dev_0189,2,1,1981,136,2117,1789,43,1832,1981,43,2024,93,93,99,126,33,25
dev_0189,3,1,2734,172,2906,2542,73,2615,2734,73,2807,99,99,93,134,35,27
dev_0189,4,1,3202,189,3391,3003,89,3092,3202,89,3291,100,100,99,140,40,32
dev_0189,5,1,4040,170,4210,3840,70,3910,4040,70,4110,100,100,100,130,30,22
dev_0177,1,1,1081,108,1189,1011,38,1049,1081,38,1119,70,70,0,98,28,20
dev_0177,2,1,1976,182,2158,1827,103,1930,1976,103,2079,79,79,70,114,35,27
dev_0177,3,1,2685,177,2862,2517,88,2605,2685,88,2773,89,89,79,127,38,30
dev_0177,4,1,3706,211,3917,3505,99,3604,3706,99,3805,112,112,89,147,35,27
dev_0177,5,1,4442,175,4617,4247,92,4339,4442,92,4534,83,83,112,125,42,34
dev_0177,6,1,4699,154,4853,4532,70,4602,4699,70,4769,84,84,83,112,28,20
dev_0177,7,1,5181,173,5354,5004,80,5084,5181,80,5261,93,93,84,123,30,22
dev_0177,8,1,5673,177,5850,5488,85,5573,5673,85,5758,92,92,93,122,30,22
dev_0181,1,1,1318,161,1479,1250,93,1343,1318,93,1411,68,68,0,101,33,25
dev_0181,2,1,1874,131,2005,1717,42,1759,1874,42,1916,89,89,68,121,32,24
dev_0181,3,1,2423,136,2559,2242,44,2286,2423,44,2467,92,92,89,126,34,26
dev_0181,4,1,3227,155,3382,3036,56,3092,3227,56,3283,99,99,92,145,46,38
dev_0181,5,1,4349,178,4527,4162,90,4252,4349,90,4439,88,88,99,132,44,36
dev_0181,6,1,5085,219,5304,4900,122,5022,5085,122,5207,97,97,88,141,44,36
dev_0181,7,1,5628,189,5817,5436,94,5530,5628,94,5722,95,95,97,139,44,36
dev_0178,1,1,2133,154,2287,2046,67,2113,2133,67,2200,87,87,0,108,21,13
dev_0178,2,1,3011,154,3165,2842,72,2914,3011,72,3083,82,82,87,103,21,13
dev_0178,3,1,3554,107,3661,3396,31,3427,3554,31,3585,76,76,82,97,21,13
dev_0178,4,1,4409,94,4503,4270,31,4301,4409,31,4440,63,63,76,84,21,13
dev_0178,5,1,4984,138,5122,4852,69,4921,4984,69,5053,69,69,63,90,21,13
dev_0178,6,1,5397,134,5531,5250,56,5306,5397,56,5453,78,78,69,99,21,13
dev_0178,7,1,5941,134,6075,5774,45,5819,5941,45,5986,89,89,78,124,35,27
dev_0178,8,1,6115,184,6299,5935,93,6028,6115,93,6208,91,91,89,139,48,40
dev_0178,9,1,6663,192,6855,6471,91,6562,6663,91,6754,101,101,91,146,45,37
dev_0186,1,1,1271,167,1438,1187,83,1270,1271,83,1354,84,84,0,110,26,18
dev_0186,2,1,2308,159,2467,2150,85,2235,2308,85,2393,74,74,84,106,32,24
dev_0186,3,1,2889,159,3048,2735,79,2814,2889,79,2968,80,80,74,113,33,25
dev_0186,4,1,3665,185,3850,3470,70,3540,3665,70,3735,115,115,80,144,29,21
dev_0186,5,1,3846,185,4031,3633,87,3720,3846,87,3933,98,98,115,126,28,20
dev_0186,6,1,4996,182,5178,4785,69,4854,4996,69,5065,113,113,98,142,29,21
dev_0176,1,2,3600,323,3923,3347,157,3504,3600,157,3757,166,166,87,110,31,23
dev_0176,2,1,2671,177,2848,2502,87,2589,2671,87,2758,90,90,79,111,21,13
dev_0176,3,1,3126,170,3296,2955,89,3044,3126,89,3215,81,81,90,115,34,26
dev_0176,4,1,3810,172,3982,3640,83,3723,3810,83,3893,89,89,81,123,34,26
dev_0176,5,1,4373,187,4560,4179,82,4261,4373,82,4455,105,105,89,140,35,27
dev_0176,6,1,5052,176,5228,4857,86,4943,5052,86,5138,90,90,105,128,38,30
dev_0176,7,1,5630,194,5824,5444,98,5542,5630,98,5728,96,96,90,134,38,30
dev_0176,8,1,6342,176,6518,6157,87,6244,6342,87,6429,89,89,96,126,37,29
dev_0194,1,1,877,102,979,809,34,843,877,34,911,68,68,0,92,24,16
dev_0194,2,1,1928,108,2036,1791,39,1830,1928,39,1967,69,69,68,98,29,21
dev_0194,3,1,2899,171,3070,2733,74,2807,2899,74,2973,97,97,69,127,30,22
dev_0194,4,1,3577,136,3713,3384,40,3424,3577,40,3617,96,96,97,126,30,22
dev_0194,5,1,4301,166,4467,4114,75,4189,4301,75,4376,91,91,96,121,30,22
dev_0194,6,1,4780,131,4911,4598,40,4638,4780,40,4820,91,91,91,121,30,22
dev_0194,7,1,5265,158,5423,5088,72,5160,5265,72,5337,86,86,91,116,30,22
dev_0187,1,1,1260,145,1405,1156,41,1197,1260,41,1301,104,104,0,135,31,23
dev_0187,2,1,2338,179,2517,2133,78,2211,2338,78,2416,101,101,104,129,28,20
dev_0187,3,1,2765,156,2921,2588,80,2668,2765,80,2845,76,76,101,108,32,24
dev_0187,4,1,3516,169,3685,3360,89,3449,3516,89,3605,80,80,76,120,40,32
dev_0187,5,1,4320,177,4497,4153,90,4243,4320,90,4410,87,87,80,130,43,35
dev_0187,6,1,4922,188,5110,4740,93,4833,4922,93,5015,95,95,87,140,45,37
dev_0187,7,1,5794,189,5983,5601,91,5692,5794,91,5885,98,98,95,142,44,36
dev_0183,1,1,1162,153,1315,1051,42,1093,1162,42,1204,111,111,0,143,32,24
dev_0183,2,1,2264,148,2412,2076,71,2147,2264,71,2335,77,77,111,107,30,22
dev_0183,3,1,2820,171,2991,2665,93,2758,2820,93,2913,78,78,77,119,41,33
dev_0183,4,1,3450,181,3631,3289,98,3387,3450,98,3548,83,83,78,119,36,28
dev_0183,5,1,3979,166,4145,3803,73,3876,3979,73,4052,93,93,83,122,29,21
dev_0183,6,1,4817,188,5005,4609,73,4682,4817,73,4890,115,115,93,147,32,24
dev_0183,7,1,5304,197,5501,5099,107,5206,5304,107,5411,90,90,115,133,43,35
dev_0183,8,1,6022,188,6210,5823,79,5902,6022,79,6101,109,109,90,145,36,28
dev_0184,1,1,1603,122,1725,1521,40,1561,1603,40,1643,82,82,0,112,30,22
dev_0184,2,1,2241,131,2372,2072,44,2116,2241,44,2285,87,87,82,121,34,26
dev_0184,3,1,2711,138,2849,2532,46,2578,2711,46,2757,92,92,87,128,36,28
dev_0184,4,1,3196,156,3352,3034,86,3120,3196,86,3282,70,70,92,108,38,30
dev_0184,5,1,3450,166,3616,3300,86,3386,3450,86,3536,80,80,70,114,34,26
dev_0184,6,1,4479,166,4645,4314,81,4395,4479,81,4560,85,85,80,119,34,26
dev_0184,7,1,4764,125,4889,4593,39,4632,4764,39,4803,86,86,85,115,29,21
dev_0184,8,1,5106,133,5239,4927,40,4967,5106,40,5146,93,93,86,123,30,22
dev_0184,9,1,5901,179,6080,5720,91,5811,5901,91,5992,88,88,93,120,32,24
dev_0192,1,1,1280,125,1405,1206,51,1257,1280,51,1331,74,74,0,115,41,33
dev_0192,2,1,1841,176,2017,1668,77,1745,1841,77,1918,99,99,74,130,31,23
dev_0192,3,1,2216,155,2371,2034,72,2106,2216,72,2288,83,83,99,116,33,25
dev_0192,4,1,2912,132,3044,2741,44,2785,2912,44,2956,88,88,83,122,34,26
dev_0192,5,1,3821,161,3982,3656,84,3740,3821,84,3905,77,77,88,111,34,26
dev_0192,6,1,4467,150,4617,4320,80,4400,4467,80,4547,70,70,77,104,34,26
dev_0192,7,1,5014,167,5181,4852,75,4927,5014,75,5089,92,92,70,120,28,20
dev_0192,8,1,6044,164,6208,5863,75,5938,6044,75,6119,89,89,92,118,29,21
dev_0197,1,1,971,104,1075,901,34,935,971,34,1005,70,70,0,94,24,16
dev_0197,2,1,2079,164,2243,1927,82,2009,2079,82,2161,82,82,70,111,29,21
dev_0197,3,1,3015,178,3193,2843,88,2931,3015,88,3103,90,90,82,120,30,22
dev_0197,4,1,3617,185,3802,3424,82,3506,3617,82,3699,103,103,90,139,36,28
dev_0197,5,1,4585,160,4745,4399,77,4476,4585,77,4662,83,83,103,114,31,23
dev_0193,1,1,1142,101,1243,1079,38,1117,1142,38,1180,63,63,0,91,28,20
dev_0193,2,1,1795,153,1948,1663,84,1747,1795,84,1879,69,69,63,98,29,21
dev_0193,3,1,2806,180,2986,2648,91,2739,2806,91,2897,89,89,69,122,33,25
dev_0193,4,1,3879,153,4032,3713,76,3789,3879,76,3955,77,77,89,109,32,24
dev_0193,5,1,5382,183,5565,5206,84,5290,5382,84,5466,99,99,77,137,38,30
dev_0193,6,1,5982,186,6168,5789,92,5881,5982,92,6074,94,94,99,131,37,29
dev_0193,7,1,6751,177,6928,6564,84,6648,6751,84,6835,93,93,94,124,31,23
dev_0193,8,1,7273,176,7449,7088,84,7172,7273,84,7357,92,92,93,123,31,23
dev_0198,1,1,1273,187,1460,1174,88,1262,1273,88,1361,99,99,0,130,31,23
dev_0198,2,1,2493,190,2683,2284,80,2364,2493,80,2573,110,110,99,137,27,19
dev_0198,3,1,3247,126,3373,3048,37,3085,3247,37,3284,89,89,110,116,27,19
dev_0198,4,1,4184,177,4361,4001,83,4084,4184,83,4267,94,94,89,126,32,24
dev_0198,5,1,4835,162,4997,4657,78,4735,4835,78,4913,84,84,94,119,35,27
dev_0190,1,1,1290,113,1403,1217,40,1257,1290,40,1330,73,73,0,103,30,22
dev_0190,2,1,1917,116,2033,1774,46,1820,1917,46,1963,70,70,73,106,36,28
dev_0190,3,1,2732,170,2902,2579,87,2666,2732,87,2819,83,83,70,120,37,29
dev_0190,4,1,3386,173,3559,3220,90,3310,3386,90,3476,83,83,83,120,37,29
dev_0190,5,1,4336,157,4493,4175,79,4254,4336,79,4415,78,78,83,114,36,28
dev_0190,6,1,5480,176,5656,5321,95,5416,5480,95,5575,81,81,78,118,37,29
dev_0190,7,1,6014,186,6200,5834,87,5921,6014,87,6101,99,99,81,140,41,33
dev_0190,8,1,6685,194,6879,6482,90,6572,6685,90,6775,104,104,99,141,37,29
dev_0190,9,1,7335,184,7519,7129,82,7211,7335,82,7417,102,102,104,136,34,26
dev_0179,1,1,1014,113,1127,937,36,973,1014,36,1050,77,77,0,103,26,17
dev_0179,2,1,1992,176,2168,1829,90,1919,1992,90,2082,86,86,77,119,33,25
dev_0179,3,1,3022,174,3196,2840,78,2918,3022,78,3100,96,96,86,131,35,27
dev_0179,4,1,3831,197,4028,3627,89,3716,3831,89,3920,108,108,96,150,42,34
dev_0179,5,1,4497,190,4687,4288,89,4377,4497,89,4586,101,101,108,141,40,32
dev_0179,6,1,4923,187,5110,4725,90,4815,4923,90,5013,97,97,101,138,41,33
dev_0179,7,1,5602,209,5811,5391,95,5486,5602,95,5697,114,114,97,160,46,38
dev_0179,8,1,6119,210,6329,5881,86,5967,6119,86,6205,124,124,114,165,41,33
dev_0179,9,1,6442,195,6637,6200,77,6277,6442,77,6519,118,118,124,153,35,27
dev_0179,10,1,7104,197,7301,6874,85,6959,7104,85,7189,112,112,118,147,35,27
dev_0196,1,1,1462,148,1610,1391,77,1468,1462,77,1539,71,71,0,95,24,16
dev_0196,2,1,2251,150,2401,2103,73,2176,2251,73,2324,77,77,71,104,27,19
dev_0196,3,1,3160,179,3339,2984,80,3064,3160,80,3240,99,99,77,126,27,19
dev_0196,4,1,3648,201,3849,3442,94,3536,3648,94,3742,107,107,99,136,29,21
dev_0196,5,1,4515,214,4729,4291,97,4388,4515,97,4612,117,117,107,147,30,22
dev_0196,6,1,5312,185,5497,5090,80,5170,5312,80,5392,105,105,117,133,28,20
dev_0196,7,1,6045,184,6229,5853,97,5950,6045,97,6142,87,87,105,122,35,27
dev_0195,1,1,878,119,997,793,34,827,878,34,912,85,85,0,109,24,16
dev_0195,2,2,2937,302,3239,2552,158,2710,2937,158,3095,144,144,241,101,28,20
dev_0195,3,1,2219,150,2369,2077,81,2158,2219,81,2300,69,69,73,96,27,19
dev_0195,4,1,3744,157,3901,3611,93,3704,3744,93,3837,64,64,69,96,32,24
dev_0195,5,1,4888,165,5053,4750,91,4841,4888,91,4979,74,74,64,112,38,30
dev_0195,6,1,5497,157,5654,5359,93,5452,5497,93,5590,64,64,74,103,39,31
dev_0195,7,1,6183,176,6359,6034,91,6125,6183,91,6274,85,85,64,120,35,27
